Prey;WT_NC;WT_S;WT_FCS;G12_NC;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
Q12948;0;0;0;0;0;0;0;0;0;0;0;0
Q12955;1;1;1;1;1;1;1;1;1;1;1;1
Q12959-7;1;1;1;1;1;1;1;1;1;1;1;1
Q12965;0;0;0;0;0;0;0;0;0;0;0;0
Q13009;0;1;0;0;1;1;0;0;0;0;1;0
Q13011;0;0;0;0;0;0;0;0;0;0;0;0
Q13033-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13043;0;0;0;0;0;0;0;0;0;0;0;0
Q13045-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13057;0;0;0;0;0;0;0;0;0;0;0;0
Q13085;0;0;0;0;0;0;0;0;0;0;0;0
Q13123;0;0;0;0;0;0;0;0;0;0;0;0
Q13131-2;0;1;0;0;1;0;0;1;0;0;1;0
Q13136;1;1;1;1;1;1;1;1;1;1;1;1
Q13144;0;0;0;0;0;0;0;0;0;0;0;0
Q13148;0;0;0;0;0;0;0;0;0;0;0;0
Q13151;0;0;0;0;0;0;0;0;0;0;0;0
Q13155;0;0;0;0;0;1;0;0;1;0;0;1
Q13162;0;0;0;0;0;0;0;0;0;0;0;0
Q13177;0;0;0;0;0;0;0;0;0;0;0;0
Q13185;0;0;0;0;0;0;0;0;0;0;0;0
Q13200-3;0;0;0;0;0;0;0;0;0;0;0;0
Q13263;0;0;0;0;0;0;0;0;0;0;0;0
Q13283;0;1;0;1;1;0;0;0;0;0;0;0
Q13308-4;0;0;0;0;0;0;0;0;0;0;0;0
Q13310-3;1;1;1;1;1;1;1;1;1;1;1;1
Q13325;0;0;0;0;0;0;0;0;0;0;0;0
Q13332-6;0;0;0;0;0;0;0;0;0;0;0;0
Q13347;0;0;0;0;0;0;0;0;0;0;0;0
Q13395;0;0;0;0;0;0;0;0;0;0;0;0
Q13409;0;0;0;0;0;0;0;0;0;0;0;0
Q13423;0;0;0;0;0;0;0;0;0;0;0;0
Q13425;1;1;1;1;1;1;1;1;1;1;1;1
Q13428-3;0;0;0;0;0;0;0;0;0;0;0;0
Q13433;0;1;1;0;0;0;0;1;1;0;1;0
Q13435;0;0;0;0;0;0;0;0;0;0;0;0
Q13442;0;0;0;0;0;0;0;0;0;0;0;0
Q13443;0;0;0;0;0;0;0;0;0;0;0;0
Q13480-2;1;0;1;0;0;0;0;0;0;0;0;0
Q13492;0;0;0;0;0;0;0;0;0;0;0;0
Q13501;1;0;0;0;0;0;0;0;0;1;0;0
Q13509;0;0;0;0;0;0;0;0;0;0;0;0
Q13526;0;0;0;0;0;0;0;0;0;0;0;0
Q13546;0;0;0;0;0;0;0;0;0;0;0;0
Q5TEE2;0;0;0;0;0;0;0;0;0;0;0;0
Q13554;0;0;0;0;0;0;0;0;0;0;0;0
Q13561;1;0;0;1;0;0;1;0;1;1;1;0
Q13572;0;0;0;0;0;0;0;0;0;0;0;0
Q13576;1;1;1;1;1;1;1;1;1;1;1;1
Q13596-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13625;1;1;1;1;1;1;1;1;1;1;1;1
Q13627-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13641;0;0;0;0;0;0;0;0;0;0;0;0
Q13642-1;1;1;1;1;1;1;1;1;1;1;1;1
Q13683-7;0;0;0;0;0;0;0;0;0;0;0;0
Q13724-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13813;1;0;1;1;0;1;1;0;1;1;0;1
Q13838-2;0;0;0;0;0;0;0;0;0;0;0;0
Q13884;0;0;0;0;0;0;0;0;0;0;0;0
Q13895;0;0;1;0;0;0;0;0;1;0;0;1
Q14008-2;1;1;1;1;1;1;1;1;1;1;1;1
Q14012;0;0;0;0;0;0;0;0;0;0;0;0
Q14118;1;1;1;1;1;1;1;1;1;1;1;1
Q14126;1;1;1;1;1;1;1;1;1;1;1;1
Q14145;0;0;0;0;0;0;0;0;0;0;0;0
Q14152;0;0;0;0;0;0;0;0;0;0;0;0
Q14155-1;1;1;1;1;1;1;1;1;1;1;1;1
Q14157;0;1;0;0;1;0;0;0;0;0;1;0
Q14161;0;0;0;0;0;0;0;0;0;0;0;0
Q14166;0;0;0;0;0;0;0;0;0;0;0;0
Q14195-2;1;1;0;1;1;0;0;1;0;1;1;0
Q14204;0;0;0;0;0;0;0;0;0;0;0;0
Q14247;1;1;1;1;1;1;1;1;1;1;1;1
Q14257;0;0;0;0;0;0;0;0;0;0;0;0
Q14258;1;1;1;1;1;1;1;1;1;1;1;1
Q14318;0;0;0;0;0;0;0;0;0;0;0;0
Q14331;0;0;0;0;0;0;0;0;0;0;0;0
Q14344;0;0;0;0;0;0;0;0;0;0;0;0
Q14444-2;0;1;1;1;1;1;0;1;0;0;1;0
Q14498-2;0;0;0;0;0;0;0;0;0;0;0;0
Q14566;0;0;0;0;0;0;0;0;0;0;0;0
Q14573;0;0;0;0;0;0;0;0;0;0;0;0
Q14651;0;0;0;0;0;0;0;0;0;0;0;0
Q14669;0;0;0;0;0;0;0;0;0;0;0;0
Q5T1Z4;0;0;0;0;0;0;0;0;0;0;0;0
Q14674;0;0;0;0;0;0;0;0;0;0;0;0
Q14676-2;0;0;0;0;0;0;0;0;0;0;1;0
Q14677;0;0;0;0;0;0;0;0;0;0;0;0
Q14678;0;0;0;0;0;0;0;0;0;0;0;0
Q14680-3;0;0;0;0;0;0;0;0;0;0;0;0
Q14683;0;0;0;0;0;0;0;0;0;0;0;0
Q14684-2;0;0;0;0;0;0;0;0;0;0;0;0
Q14689-6;0;0;0;0;0;0;0;0;0;0;0;0
Q14690;0;0;0;0;0;0;0;0;0;0;0;0
Q14694;1;1;0;1;1;1;1;1;1;1;1;1
Q14697;0;0;0;0;0;0;0;0;0;0;0;0
Q14699;0;0;0;0;0;0;0;0;0;0;0;0
Q14739;0;0;0;0;0;0;0;0;0;0;0;0
Q14789-4;0;0;0;0;0;0;0;0;1;0;0;1
Q14790-3;0;0;0;0;0;0;0;0;0;0;0;0
Q14807;0;0;0;1;0;0;0;0;0;0;0;0
Q14847;1;1;1;1;1;1;1;1;1;1;1;1
Q14974;0;0;0;0;0;0;0;0;0;0;0;0
Q14978-3;0;0;0;0;0;0;0;0;0;0;0;0
Q14980-2;1;0;1;1;0;1;1;1;1;1;0;1
Q14999;0;0;0;0;0;0;0;0;0;0;0;0
Q14C86-3;1;1;0;1;1;1;1;1;1;1;1;0
Q15019-2;1;1;1;1;1;1;1;1;1;1;1;1
Q15021;0;0;0;0;0;0;0;1;1;0;1;1
Q15029-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15042-4;0;0;0;0;0;0;0;0;0;0;0;0
Q15046;0;0;0;0;0;0;0;0;0;0;0;0
Q15052-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15056-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15058;0;1;0;0;1;0;0;1;0;0;1;0
Q15084-3;0;0;0;0;0;0;0;0;0;0;0;0
Q15154;1;0;0;0;0;1;0;0;1;1;0;1
Q15181;0;0;0;0;0;0;0;0;0;0;0;0
Q15223;0;0;0;0;0;0;0;0;0;0;0;0
Q15233;0;0;0;0;0;0;0;0;0;0;0;0
Q15262;1;1;1;0;1;0;0;1;1;1;1;1
Q15286;1;1;1;1;1;1;1;1;1;1;1;1
Q15293;0;0;0;0;0;0;0;0;0;0;0;0
Q15311;0;0;0;0;0;0;0;0;0;0;0;0
Q15334;1;1;1;1;1;1;1;1;1;1;1;1
Q15365;1;1;0;0;0;0;0;0;0;1;1;0
Q15366-2;0;0;0;0;1;0;0;0;0;0;0;0
Q15375-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15382;0;0;0;0;0;0;0;0;0;0;0;0
Q15393;0;0;0;0;0;0;0;0;0;0;0;0
Q15398;0;1;0;0;1;0;0;1;0;1;1;0
Q15417;1;1;1;1;1;1;1;1;1;1;1;1
Q15437;0;1;1;0;1;1;0;1;1;0;1;1
Q15438-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15477;0;0;0;0;0;0;0;0;0;0;0;0
Q15555-4;0;0;0;0;0;0;0;0;0;0;0;0
Q15599-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15637-4;0;0;0;0;0;0;0;0;0;0;0;0
Q15645;0;1;0;0;1;0;0;1;0;0;1;0
Q15654;1;1;1;1;1;1;1;1;1;1;1;1
Q15678;0;0;0;0;0;0;0;0;0;0;0;0
Q15691;1;1;1;1;1;0;1;1;0;1;1;0
Q15717-2;0;0;0;0;0;0;0;0;0;0;0;0
Q15738;0;0;0;0;0;0;0;0;0;0;0;0
Q15750;0;0;0;0;0;0;0;0;0;0;0;0
Q15758;1;1;1;1;1;1;1;1;1;1;1;1
Q15768;0;0;0;0;0;0;0;0;0;0;0;0
Q15813;0;0;0;0;0;0;0;0;0;0;0;0
Q15836;0;0;0;0;0;0;0;0;0;0;0;0
Q16186;0;0;0;0;0;0;0;0;0;0;0;0
Q16204;1;1;1;1;1;0;1;1;1;1;1;1
Q16512;0;0;0;0;0;0;0;0;0;0;0;0
Q16513;1;1;1;1;1;1;1;1;1;1;1;1
Q16527;1;1;1;0;1;0;1;1;0;1;1;0
Q16531;0;0;0;0;0;0;0;0;0;0;0;0
Q16543;0;0;0;0;0;0;0;0;0;0;0;0
Q16576;0;0;0;0;0;0;0;0;0;0;0;0
Q16625-4;1;1;1;1;1;1;1;1;1;1;1;1
Q16643;1;1;1;0;1;0;0;1;0;0;1;0
Q16658;0;0;0;1;1;0;0;0;0;0;0;0
Q16795;0;0;0;0;0;0;0;0;0;0;0;0
Q17RS7;0;0;0;0;0;0;0;0;0;0;0;0
Q1RLN5;0;0;0;0;0;0;0;0;0;0;0;0
Q27J81-2;0;1;0;0;1;0;0;1;1;0;1;1
Q29RF7;0;0;0;0;0;0;0;0;0;0;0;0
Q2M1P5;0;0;0;0;0;0;0;0;0;0;0;0
Q2M2I8;0;0;0;0;0;0;0;0;0;0;0;0
Q2NKX8;0;0;0;0;0;0;0;0;0;0;0;0
Q2NL82;0;0;0;0;0;0;0;0;0;0;0;0
Q32MZ4-3;0;0;0;0;0;0;0;1;1;1;1;1
Q3KQU3-2;0;0;0;0;0;0;0;0;0;0;0;0
Q3LXA3;0;0;0;0;0;0;0;0;0;0;0;0
Q3MHD2-2;0;0;0;0;0;0;0;0;0;0;0;0
Q3V6T2-4;0;0;0;0;0;0;0;0;0;0;0;0
Q3YEC7;0;0;0;0;0;0;0;0;0;0;0;0
Q3ZCM7;0;0;0;0;1;1;0;0;0;0;0;0
Q3ZCQ8;0;0;0;0;0;0;0;0;0;0;0;0
Q4KMP7;1;1;1;1;1;1;0;1;1;1;1;1
Q4VCS5;1;1;1;0;1;0;0;0;0;0;1;0
Q504Q3-2;0;0;0;0;0;0;0;0;0;0;0;0
Q53EZ4;1;1;1;0;1;0;0;1;1;1;1;1
Q53GG5-2;0;0;0;0;0;0;0;0;0;0;0;0
Q53GQ0;0;0;0;0;0;0;0;0;0;0;0;0
Q58EX2-3;0;1;1;0;0;0;0;0;0;0;0;0
Q58EX7-2;0;0;0;0;0;0;0;0;0;0;0;0
Q58FF8;0;0;0;0;0;0;0;0;0;0;0;0
Q5BQ95;0;0;0;0;0;0;0;0;0;0;0;0
Q5C9Z4;0;0;0;0;0;0;0;0;0;0;0;0
Q5EBL8;0;0;0;0;0;0;0;0;0;0;0;0
Q5F1R6;0;0;0;0;0;0;0;0;0;0;0;0
Q5H909;0;0;0;0;0;0;0;0;0;0;0;0
Q5HYI8;0;0;0;0;0;0;0;0;0;0;0;0
Q5JRA6;0;0;0;0;0;0;0;0;0;0;0;0
Q5JSZ5;0;0;0;0;0;0;0;0;0;0;0;0
Q5JTH9-2;0;0;0;0;0;0;0;0;0;0;0;0
Q5JTZ9;0;0;0;0;0;0;0;0;0;0;0;0
Q5JUW8;0;0;0;0;0;0;0;0;0;0;0;0
Q5JVF3-3;0;0;0;0;0;0;0;0;0;0;0;0
Q5M775-4;0;0;0;0;0;0;0;0;0;0;0;0
Q93079;0;0;0;0;0;0;0;0;0;0;0;0
Q5QPM7;0;0;0;0;0;0;0;0;0;0;0;0
Q5RKV6;0;0;0;0;0;0;0;0;0;0;0;0
Q5SW79;1;1;1;1;1;1;1;1;1;1;1;1
Q5SYE7-2;0;1;1;0;0;0;0;1;0;0;1;0
Q5T0W9;0;0;0;0;0;0;0;0;0;0;0;0
Q5T0Z8;0;0;0;0;0;0;0;0;0;0;0;0
Q5T2T1;0;0;0;0;1;0;0;0;0;0;0;0
Q5T371;0;0;0;0;0;0;0;0;0;0;0;0
Q5T4S7-3;0;0;0;0;0;0;0;0;0;0;0;0
Q5T5C0-3;0;0;0;0;0;0;0;0;0;0;0;0
Q5T5U3;0;0;0;0;0;0;0;0;0;0;0;0
Q5T5Y3-3;0;0;0;0;0;0;0;0;0;0;0;0
Q5T6F2;0;1;0;0;1;0;0;1;0;0;1;0
Q5T6P1;0;0;0;0;0;0;0;0;0;0;0;0
Q5T749;0;0;0;0;0;0;0;0;0;0;0;0
Q5T9A4;0;0;0;0;0;0;0;0;0;0;0;0
Q5TCX8;0;0;0;0;0;0;0;0;0;0;0;0
Q5TDF0;0;0;0;0;0;0;0;0;0;0;0;0
Q5TFE4;0;0;0;0;0;0;0;0;0;0;0;0
Q5THK1-2;0;0;0;0;0;0;0;0;0;0;0;0
Q5UIP0;0;0;0;0;0;0;0;0;1;1;0;0
Q5VT25-5;1;1;1;1;1;0;1;1;1;1;1;0
Q5VUB5;0;0;0;0;0;0;0;0;0;0;0;0
Q5VUJ6-2;0;0;0;0;0;0;0;0;0;0;0;0
Q5VV42;0;0;0;0;0;0;0;0;0;0;0;0
Q5VYS8-6;0;0;0;0;0;0;0;0;0;0;0;0
Q5VZK9-2;0;0;0;0;0;0;0;0;0;0;0;0
Q60FE5;1;1;1;1;1;1;1;1;1;1;1;1
Q63ZY3-3;0;0;0;0;0;0;0;0;0;0;0;0
Q658Y4;0;0;0;0;0;0;0;0;0;0;0;0
Q66K74-2;0;1;0;0;1;0;0;1;0;0;1;0
Q68CZ6;0;0;0;0;0;0;0;0;0;0;0;0
Q68EM7-4;0;0;0;0;0;0;0;0;0;0;0;0
Q6FI81-3;1;1;1;1;1;1;1;1;1;1;1;1
Q6GQQ9;0;0;0;0;0;0;0;0;0;0;0;0
Q6IAA8;0;0;0;0;0;0;0;0;0;0;0;0
Q6KC79;0;0;0;0;0;0;0;0;0;0;0;0
Q6NSJ2;0;0;0;0;0;0;0;0;0;0;0;0
Q6NZI2;0;0;0;0;0;0;0;0;0;0;0;0
Q6P1J9;0;0;0;0;0;0;0;0;0;0;0;0
Q6P1L5;0;0;0;0;0;0;0;0;0;0;0;0
Q6P1L8;0;0;0;0;0;0;0;0;0;0;0;0
Q6P1M0;0;0;0;0;0;0;0;0;0;0;0;0
Q6P1N0;0;0;0;0;0;0;0;0;0;0;0;0
Q6P1Q9;0;0;0;0;0;0;0;0;0;0;0;0
Q6P2E9;1;1;1;1;1;1;1;1;1;1;1;1
Q6P2H3-2;0;1;0;0;1;0;0;1;0;0;1;0
Q6P2Q9;0;0;0;0;0;0;0;0;0;0;0;0
Q6P4A7;0;0;0;0;0;0;0;0;0;0;0;0
Q6P4Q7;0;0;0;0;0;0;0;0;0;0;0;0
Q6P5Z2;0;0;0;0;0;0;0;0;0;0;0;0
Q6P9B6;0;0;0;0;0;0;0;0;0;0;0;0
Q6PGP7;0;0;0;0;0;0;0;0;0;0;1;0
Q6PI48;0;0;0;0;0;0;0;0;0;0;0;0
Q6PJ69;0;0;0;0;0;0;0;0;0;0;0;0
Q6PKG0;1;1;1;1;1;1;1;1;1;1;1;1
Q6RW13;0;0;0;0;0;0;0;0;0;0;0;0
Q6SPF0;0;0;0;0;0;0;0;0;0;0;0;0
Q6SZW1;0;0;0;0;0;0;0;0;0;0;0;0
Q6UVJ0;0;0;0;0;0;0;0;0;0;0;0;0
Q6WCQ1-2;1;1;1;0;1;1;1;1;1;1;1;1
Q6WKZ4;0;0;0;0;1;0;0;0;0;0;0;0
Q6XZF7;0;0;0;0;0;0;0;0;0;0;0;0
Q6Y7W6-4;0;0;0;0;0;0;0;0;0;0;0;0
Q6YP21-3;0;0;0;0;0;0;0;0;0;0;0;0
Q6ZNB6;0;0;0;0;0;0;0;0;0;0;0;0
Q6ZWJ1;0;0;0;0;0;0;0;0;0;0;1;0
Q70EL1-7;0;0;0;0;0;0;0;0;0;0;0;0
Q71RC2-3;0;0;0;0;1;0;0;1;0;0;1;0
Q71U36-2;0;0;1;0;0;1;0;0;1;0;0;1
Q7KZF4;0;0;0;0;0;0;0;0;0;0;0;0
Q7L0Y3;0;0;0;0;0;0;0;0;0;0;0;0
Q7L576;1;1;1;1;1;1;1;1;1;1;1;1
Q7L7X3;0;0;0;0;0;0;0;0;0;0;0;0
Q7L8L6;0;0;0;0;0;0;0;0;0;0;0;0
Q9H8S9;0;0;0;0;0;0;0;0;0;0;0;0
Q7LBC6;0;0;0;0;0;0;0;0;0;0;0;0
Q7RTP6;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z2K8;1;1;1;1;1;1;1;1;1;1;1;1
Q7Z2W4;1;1;1;1;1;1;1;1;1;1;1;1
Q7Z2Z2;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z3K3-5;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z3T8;0;0;0;0;1;0;0;1;1;0;1;0
Q7Z406-6;0;0;0;0;0;0;1;0;0;1;0;0
Q7Z417;0;1;1;0;1;1;0;1;0;0;1;1
Q7Z460;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z4H7;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z4Q2;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z4V5-2;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z6B7;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z6Z7-3;0;0;0;0;0;1;0;0;1;0;0;1
Q7Z7K6;0;0;0;0;0;0;0;0;0;0;0;0
Q7Z7L1;0;0;0;0;0;0;0;0;0;0;0;0
Q86TV6;0;0;0;0;0;0;0;0;0;0;0;0
Q86U38;0;0;0;0;0;0;0;0;0;0;0;0
Q86U86-5;0;0;0;0;0;0;0;0;0;0;0;0
Q86UD0;0;0;0;0;0;0;0;0;0;0;0;0
Q86UE4;0;0;0;0;0;0;0;0;0;0;0;0
Q86UK7-2;1;1;1;1;1;1;1;1;1;1;1;1
Q86UP2;0;0;0;1;1;0;1;1;0;0;1;1
Q86US8;0;0;0;0;0;0;0;0;0;0;0;0
Q86UU1-3;0;0;0;0;0;0;0;0;0;0;0;0
Q86V48-2;1;0;0;0;0;0;1;0;0;1;0;0
Q86VP6;0;0;0;0;0;0;0;0;0;0;0;0
Q86W92-4;0;0;0;0;0;0;0;0;0;0;1;0
Q86WG5;0;0;0;0;0;0;0;0;0;0;0;0
S4R3V8;1;1;1;1;1;1;1;1;1;1;1;1
Q86X55-1;0;1;0;0;0;0;0;1;1;1;1;0
Q86XL3;0;1;0;0;1;0;0;1;0;0;1;0
Q86Y56;0;0;0;0;0;0;0;0;0;0;0;0
Q86Y82;1;0;0;1;1;0;1;0;0;1;0;0
Q86YQ8;1;1;1;1;1;1;1;1;1;1;1;1
Q86YS7;0;0;0;0;0;0;0;0;0;0;0;0
Q86YV5;0;0;0;0;0;0;0;0;0;0;0;0
Q8IUW5;0;0;0;0;0;0;0;0;0;0;0;0
Q8IVM0;0;0;0;0;0;0;0;0;0;0;0;0
Q8IWC1-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8IWT6;0;0;0;0;0;0;0;0;0;0;0;0
Q8IWX8;0;0;0;0;0;0;0;0;0;0;0;0
Q8IWZ3;1;1;1;1;1;1;1;1;1;1;1;1
Q8IX18-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8IX90;0;0;0;0;0;0;0;0;0;0;0;0
Q8IXI1;0;0;0;0;0;0;0;0;0;0;0;0
Q8IY81;0;0;0;0;0;0;0;0;0;0;0;0
Q8IYS1;0;0;0;0;0;0;0;0;0;0;0;0
Q8IZ21-3;1;1;1;0;1;0;0;1;1;1;1;1
Q8IZJ1-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8N0T1;0;0;0;0;0;0;0;0;0;0;0;0
Q8N0X7;1;1;1;1;1;1;0;1;1;1;1;1
Q8N122;0;0;0;0;0;0;0;0;0;0;0;0
Q8N163-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8N1F7;0;0;0;0;0;0;0;0;0;0;0;0
Q8N1G4;0;0;1;0;0;1;0;0;1;0;0;1
Q8N3C0;0;0;0;0;0;0;0;1;0;0;1;0
Q8N3E9;0;0;0;0;0;0;0;0;0;0;0;0
Q8N3F8;0;0;0;0;0;0;0;0;0;0;0;0
Q8N3R9;0;0;0;0;0;0;0;0;0;0;0;0
Q8N4C8-2;1;1;1;0;1;1;0;1;1;1;1;1
Q8N4V1;0;0;0;0;0;0;0;0;0;0;0;0
Q8N573-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8N5F7;0;0;0;0;0;0;0;0;0;0;0;0
Q8N5G2;0;0;0;0;0;0;0;0;0;0;0;0
Q8N5K1;0;0;0;0;0;0;0;0;0;0;0;0
Q8N5L8;0;0;0;0;0;0;0;0;0;0;0;0
Q8N5W9;0;0;0;0;0;0;0;0;0;0;0;0
Q8N653;1;1;1;0;0;0;0;0;0;0;1;0
Q8N6R0-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8N6T3;0;0;0;0;0;0;0;0;0;0;0;0
Q8N766-3;0;0;1;0;0;0;0;0;0;0;0;1
Q8N8Z6;0;0;0;0;0;0;0;0;0;0;0;0
Q8NAX2;0;0;0;0;0;0;0;0;0;0;0;0
Q8NB46;0;0;0;0;0;0;0;0;0;0;0;0
Q8NB90;0;0;0;0;0;0;0;0;0;0;0;0
Q8NBT2-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8NBU5;0;0;0;0;0;0;0;0;0;0;0;0
Q8NC51;0;0;0;0;0;0;0;0;0;0;0;0
Q8NC56;0;0;0;0;0;0;0;0;0;0;0;0
Q8NCE2-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8ND56-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8ND76-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8NDI1-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8NDV7-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8NE01;0;0;0;0;0;0;0;0;0;0;0;0
Q8NE71-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8NF37;0;0;0;0;0;0;0;0;0;0;0;0
Q8NHQ8-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8NI27;0;0;0;0;0;0;0;0;0;0;0;0
Q8NI60-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8TAA9-2;1;1;1;0;1;0;0;0;1;1;1;0
Q8TAB3-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8TAG9;0;0;0;0;0;0;0;0;0;0;0;0
Q8TAT6;0;0;0;0;0;0;0;0;0;0;0;0
Q8TBX8;0;0;0;0;0;0;0;0;0;0;0;0
Q8TC07-2;1;1;1;1;1;1;1;1;1;1;1;1
Q8TCJ2;0;0;0;0;0;0;0;0;0;0;0;0
Q8TD19;1;1;1;1;1;1;1;1;1;1;1;1
Q8TDX7;0;0;0;0;0;0;0;0;0;0;0;0
Q8TEM1;0;0;0;0;0;0;0;0;0;0;0;0
Q8TEQ6;1;1;1;1;1;1;1;1;1;1;1;1
Q8TEW0-11;1;1;0;1;1;0;1;1;0;1;1;0
Q8TEW8-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8TEX9;0;0;0;0;0;0;0;0;0;0;0;0
Q8TEY7-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8TF05-2;0;0;0;0;0;0;0;0;0;0;0;0
Q8TF72;0;0;0;0;0;0;0;0;0;0;0;0
Q8TF74;0;0;0;0;0;0;0;0;0;0;0;0
Q8WTT2;0;0;0;0;0;0;0;0;0;0;0;0
Q8WU20;0;0;0;0;0;0;0;0;0;0;0;0
Q8WU90;0;0;0;0;0;0;0;0;0;0;0;0
Q8WUH6;0;0;0;0;0;0;0;0;0;0;0;0
Q8WUM0;0;0;0;0;0;0;0;0;0;0;0;0
Q8WUM4;1;1;1;1;1;1;1;1;1;1;1;1
Q8WUW1;1;1;1;1;1;1;1;1;1;1;1;1
Q8WVM8;0;0;0;0;0;0;0;0;0;0;0;0
Q8WVX9;0;0;0;0;0;0;0;0;0;0;0;0
Q8WWI1-3;0;0;0;0;0;0;0;0;0;0;0;0
Q8WWK9-4;0;0;0;0;0;0;0;0;0;0;0;0
Q8WWM7;1;1;1;1;1;1;1;1;1;1;1;1
Q8WX93;1;1;1;0;1;0;0;1;0;1;1;0
Q8WXE0-2;1;1;1;0;0;0;0;0;0;0;1;0
Q8WZA9;0;0;0;0;0;0;0;0;0;0;0;0
Q92499;1;1;1;0;1;1;1;1;0;1;1;1
Q92538-3;0;0;0;0;0;0;0;0;0;0;0;0
Q92542-2;0;1;0;0;1;0;0;0;0;0;1;0
Q92558;1;1;1;1;1;1;1;1;1;1;1;1
Q92572;0;0;0;0;0;0;0;0;0;0;0;0
Q92574;0;0;0;0;0;0;0;0;0;0;0;0
Q92575;0;0;0;0;0;0;0;0;0;0;0;0
Q92576-2;0;1;0;1;0;1;0;1;0;0;0;0
Q92598-2;0;1;1;0;1;1;1;1;1;1;1;1
Q92600;0;0;0;0;0;0;0;0;0;0;0;0
Q92609-2;0;0;0;0;0;0;0;0;0;0;0;0
Q92615;0;0;0;0;0;0;0;0;0;0;0;0
Q92616;0;0;0;0;0;0;0;0;0;0;0;0
Q92620;0;0;0;0;0;0;0;0;0;0;0;0
Q92621;0;0;0;0;0;0;0;0;0;0;0;0
Q92625;0;0;0;0;0;0;0;0;0;0;0;0
Q92667;1;1;0;0;0;0;0;1;1;0;1;0
Q92692;1;1;1;1;1;1;1;1;1;1;1;1
Q92734-2;1;1;1;1;1;1;1;1;1;1;1;1
