PreyGene;WT_NC;WT_S;WT_FCS;G12_NC ;G12_S;G12_FCS;G13_NC;G13_S;G13_FCS;Q61_NC;Q61_S;Q61_FCS
POLR2A;0;0;0;0;0;0;0;0;0;0;0;0
APC;0;0;0;0;0;0;0;0;0;0;0;0
MCM3;0;0;0;0;0;0;0;0;0;0;0;0
RPS12;0;0;0;0;0;0;0;0;0;0;0;0
DNAJB1;0;0;0;0;0;0;0;0;0;0;0;0
ATP5A1;0;0;0;0;0;0;0;0;0;0;0;0
PSMA1;0;0;0;0;0;0;0;0;0;0;0;0
PSMA3;0;0;0;0;0;0;0;0;0;0;0;0
PSMA4;0;0;0;0;0;0;0;0;0;0;0;0
ITGA3;0;0;0;0;0;0;0;0;0;0;0;0
MSN;0;0;1;1;0;0;1;0;0;0;0;0
DNMT1;0;0;0;0;0;0;0;0;0;0;0;0
U2AF2;0;0;0;0;0;0;0;0;0;0;0;0
RPL13;0;0;0;0;0;0;0;0;0;0;0;0
PTBP1;0;0;0;0;0;0;0;0;0;0;0;0
TARS;0;0;0;0;0;0;0;0;0;0;0;0
VARS;0;0;0;0;0;0;0;0;0;0;0;0
EEF1G;0;0;0;0;0;0;0;0;0;0;0;0
YWHAQ;1;0;0;1;0;0;1;0;0;1;0;0
CANX;0;0;0;0;0;0;0;0;0;0;0;0
PIK3R1;0;0;0;0;0;0;0;0;0;0;0;0
PSMB5;0;0;0;0;0;0;0;0;0;0;0;0
ABCD3;0;0;0;0;0;0;0;0;0;0;0;0
TPP2;0;0;0;0;0;0;0;0;0;0;0;0
EPHA2;0;1;1;0;1;1;0;1;1;0;1;1
TKT;0;0;0;0;0;0;0;0;0;0;0;0
MARCKS;0;0;0;0;0;0;0;0;0;0;1;0
GNA11;1;1;0;0;0;0;0;0;0;0;0;0
PRDX6;1;1;1;0;1;1;1;1;1;1;1;1
PRDX3;0;0;0;0;0;0;0;0;0;0;0;0
RPL12;0;0;0;0;0;0;0;0;0;0;0;0
PEBP1;0;0;0;0;0;0;0;0;0;0;0;0
PPP2R1A;0;1;1;0;1;1;1;1;1;0;1;1
CDC25C;0;0;0;0;0;0;0;0;0;0;0;0
NMT1;0;0;0;0;0;0;0;0;0;0;0;0
ADSS;1;1;1;0;0;0;0;1;1;1;1;1
ALDH1B1;0;0;0;0;0;0;0;0;0;0;0;0
LCN1;0;0;0;0;0;0;0;0;0;0;0;0
MAT2A;0;0;0;0;0;0;0;0;0;0;0;0
PRKAR2B;0;0;0;0;0;0;0;0;0;0;0;0
RRM2;0;0;0;0;0;0;0;0;0;0;0;0
DNAJA1;0;0;0;0;0;0;0;0;0;0;0;0
AKT2;0;0;0;0;1;0;0;0;0;0;0;0
ATIC;0;0;0;0;0;0;0;0;0;0;0;0
YWHAB;0;0;0;0;0;0;0;0;0;0;0;0
SFN;0;1;1;0;1;0;0;1;1;0;1;0
STIP1;1;0;0;1;1;0;1;0;0;1;0;0
S100A11;0;0;0;0;0;0;0;0;0;0;0;0
PRDX2;1;0;0;0;0;0;0;0;0;1;0;0
ARRB2;0;0;0;0;0;0;0;0;0;0;0;0
GK;0;0;0;0;0;0;0;0;0;0;0;0
RPL9;0;0;0;0;0;0;0;0;0;0;0;0
KIF5B;1;1;1;1;1;1;1;1;1;1;1;1
TTK;0;0;0;0;0;0;0;0;0;0;1;0
MCM4;0;0;0;0;0;0;0;0;0;0;0;0
MCM5;0;0;0;0;0;0;0;0;0;0;0;0
MCM7;0;0;0;0;0;0;0;0;0;0;0;0
SHMT2;0;0;0;0;0;0;0;0;0;0;0;0
HSPA4;0;0;0;0;0;0;0;0;0;0;0;0
CTNNA1;1;1;1;1;1;1;1;1;1;1;1;1
CTNNB1;1;1;1;1;1;1;1;1;1;1;1;1
PHB;0;0;0;0;0;0;0;0;0;0;0;0
NF2;0;0;0;0;0;0;0;0;0;0;0;0
RDX;0;0;0;0;0;0;0;0;0;0;0;0
RFC2;0;0;0;0;0;0;0;0;0;0;0;0
RFC1;0;0;0;0;0;0;0;0;0;0;0;0
RPL22;0;0;0;0;0;0;0;0;0;0;0;0
MYH9;0;0;0;0;0;0;1;0;0;0;0;0
MYH10;0;0;0;0;0;0;1;0;0;1;0;0
ADD1;1;1;0;0;1;0;0;1;0;0;1;0
FUS;0;0;0;0;0;0;0;0;0;0;0;0
NUP214;0;0;0;0;0;0;0;0;0;0;0;0
DEK;0;0;0;0;0;0;0;0;0;0;0;0
PSMC2;0;0;0;0;0;0;0;0;0;0;0;0
MAP2K2;0;0;0;0;0;0;0;0;0;0;0;0
ATP5C1;0;0;0;0;0;0;0;0;0;0;0;0
RPL4;0;0;0;0;0;0;0;0;0;0;0;0
TAGLN2;0;1;1;0;1;1;0;1;1;0;1;0
ETFB;0;0;0;0;0;0;0;0;0;0;0;0
RBMX;0;0;0;0;0;0;0;0;0;0;0;0
COIL;0;0;0;0;0;0;0;0;0;0;0;0
ATP6V1A;0;0;0;0;0;0;0;0;0;0;0;0
HSPA9;0;0;0;0;0;0;0;0;0;0;0;0
EIF4A3;0;0;0;0;0;0;0;0;0;0;0;0
RPS19;0;0;0;0;0;0;0;0;0;0;0;0
RPL3;0;0;0;0;0;0;0;0;0;0;0;0
FEN1;0;0;0;0;0;0;0;0;0;0;0;0
IL6ST;0;0;0;0;0;0;0;0;0;0;0;0
TXLNA;1;1;1;1;1;1;1;1;1;1;1;1
CCT6A;0;0;0;0;0;0;0;0;0;0;0;0
RPL13A;0;0;0;0;0;0;0;0;0;0;0;0
ARL1;0;0;0;0;0;0;0;0;0;0;0;0
STAT3;0;0;0;0;0;0;0;0;0;0;1;0
USP8;0;0;0;0;0;0;0;0;0;0;0;0
MDH1;0;0;0;0;0;0;0;0;0;0;0;0
MDH2;0;0;0;0;0;0;0;0;0;0;0;0
RFC5;0;0;0;0;0;0;0;0;0;0;0;0
RFC3;0;0;0;0;0;0;0;0;0;0;0;0
HADHA;0;0;0;0;0;0;0;0;0;0;0;0
EIF2S3;0;0;0;0;0;0;0;0;0;0;0;0
CSK;0;0;0;0;1;0;0;0;0;0;0;0
GARS;0;0;0;0;0;0;0;0;0;0;0;0
IARS;0;0;0;0;0;1;0;1;1;0;1;1
SLC19A1;0;0;0;0;0;0;0;0;0;0;0;0
PRKCI;1;1;1;0;1;1;1;1;1;0;1;0
TMPO;0;0;0;0;0;0;0;0;0;0;0;0
STAT1;0;0;0;0;0;0;0;0;0;0;0;0
SKIV2L2;0;0;0;0;0;0;0;0;0;0;0;0
PIK3CA;0;0;0;0;0;0;0;0;0;0;0;0
MTOR;0;0;0;0;0;0;0;0;0;0;0;0
PI4KA;1;1;1;1;1;1;1;1;1;1;1;1
EPS15;0;0;0;0;0;0;0;1;1;0;0;0
CASP3;0;0;0;0;0;0;0;0;0;0;0;0
RPS27;0;0;0;0;0;0;0;0;0;0;0;0
ABL2;0;0;0;0;0;0;0;0;0;0;0;0
LRPPRC;0;0;0;0;0;0;0;0;0;0;0;0
RPL35;0;0;0;0;0;0;0;0;0;0;0;0
SLC1A4;0;0;0;0;0;0;0;0;0;0;0;0
PAFAH1B1;0;0;0;0;0;0;0;0;0;0;0;0
MCAM;0;0;0;0;0;0;0;0;0;0;0;0
MSH2;0;0;0;0;0;0;0;0;0;0;0;0
GPD2;0;0;0;0;0;0;0;0;0;0;0;0
RANBP1;0;0;0;0;0;0;0;0;0;0;0;0
NAMPT;0;0;0;0;0;0;0;0;0;0;0;0
PSMC4;0;0;0;0;0;0;0;0;0;0;0;0
VDAC2;0;0;0;0;0;0;0;0;0;0;0;0
USP5;0;0;0;0;0;0;0;0;0;0;0;0
MKI67;1;1;1;1;1;1;1;1;1;1;1;1
RANGAP1;0;1;0;0;1;0;0;1;0;0;1;0
RECQL;0;0;0;0;0;0;0;0;0;0;0;0
CRKL;1;1;1;1;1;0;1;1;0;1;1;0
NOTCH1;0;0;0;0;0;0;0;0;0;0;0;0
MAP2K3;0;0;0;0;0;0;0;0;0;0;0;0
RPL27A;0;0;0;0;0;0;0;0;0;0;0;0
RPL5;0;0;0;0;0;0;0;0;0;0;0;0
RPL21;0;0;1;0;0;0;0;0;1;0;0;1
RPL28;0;0;0;0;0;0;0;0;0;0;0;0
RPS10;0;0;0;0;0;0;0;0;0;0;0;0
MAP1B;1;1;1;1;1;1;1;1;1;1;1;1
UTRN;1;1;1;1;1;1;1;1;1;1;1;1
IQGAP1;1;1;1;1;1;1;1;1;1;1;1;1
STT3A;0;0;0;0;0;0;0;0;0;0;0;0
CAPZA2;0;1;0;0;0;0;0;0;0;0;1;0
CAPZB;1;1;1;0;0;0;0;0;0;0;1;0
QARS;0;0;0;0;0;1;0;0;1;0;0;1
RPL29;0;0;0;0;0;0;0;0;0;0;0;0
ZFP36L2;0;0;0;0;0;0;0;0;0;0;0;0
ATP5O;0;0;0;0;0;0;0;0;0;0;0;0
PREP;0;0;0;0;0;0;0;0;0;0;0;0
PIP4K2A;0;0;0;0;0;0;0;0;0;0;0;0
GCLM;0;0;0;0;0;0;0;0;0;0;0;0
PRRC2A;1;1;1;1;1;1;1;1;1;1;1;1
PTDSS1;0;0;0;0;0;0;0;0;0;0;0;0
CSNK1A1;0;0;0;0;0;0;0;0;0;0;0;0
MARCKSL1;0;0;0;0;0;0;0;0;0;0;0;0
RPL34;0;0;0;0;0;0;0;0;0;0;0;0
RPIA;0;0;0;0;0;0;0;0;0;0;1;0
NASP;0;0;0;0;0;0;0;0;0;0;0;0
FASN;0;0;0;0;0;0;0;0;1;0;1;1
CCT3;0;0;0;0;0;0;0;0;0;0;0;0
TUFM;0;0;0;0;0;0;0;0;0;0;0;0
SRP9;0;0;0;0;0;0;0;0;0;0;0;0
AARS;0;0;0;0;1;1;0;1;1;0;1;0
SARS;0;0;0;0;0;0;0;0;0;0;0;0
RBM25;0;0;0;0;0;0;0;0;0;0;0;0
NUMB;0;1;0;0;1;0;0;0;0;0;1;0
EIF2B2;0;0;0;0;0;0;0;0;0;0;0;0
HINT1;0;0;0;0;0;0;0;0;0;0;0;0
NUP153;0;0;0;0;1;0;0;1;0;0;1;0
RANBP2;1;1;1;1;1;1;1;1;1;1;1;1
GMPS;0;0;0;0;0;0;0;0;0;0;0;0
LIG3;0;0;0;0;0;0;0;0;0;0;0;0
GNAQ;0;0;0;0;0;0;0;0;0;0;0;0
SULT1A1;0;0;0;0;0;0;0;0;0;0;0;0
GDI2;1;1;1;1;1;1;1;1;1;1;1;1
EMD;0;0;0;0;0;0;0;0;0;0;0;0
SLC26A2;0;0;0;0;0;0;0;0;0;0;0;0
SERPINH1;0;0;0;0;0;0;0;0;0;0;0;0
ST13;0;0;0;0;0;0;0;0;0;0;0;0
DNM2;0;0;0;0;0;0;0;0;0;0;0;0
LRBA;0;0;0;0;0;0;0;0;0;0;0;0
RPL14;0;0;0;0;0;0;0;0;0;0;0;0
CCT8;0;0;0;0;0;0;0;0;0;0;0;0
CCT4;0;0;0;0;0;0;0;0;0;0;0;0
ANXA11;1;1;1;1;1;1;1;1;1;1;1;1
FXR1;1;1;1;1;1;1;1;1;1;1;1;1
FXR2;0;1;1;1;1;0;1;1;0;0;1;0
RAB5C;0;0;0;0;0;0;0;0;0;0;0;0
RAB7A;0;0;1;1;1;0;0;0;0;0;1;0
RAB9A;0;0;0;0;0;0;0;0;0;0;0;0
RAB13;0;1;0;0;0;0;0;0;0;0;0;0
GALK1;0;0;0;0;0;0;0;0;0;0;0;0
SSR4;0;0;0;0;0;0;0;0;0;0;0;0
BCAP31;0;0;0;0;0;0;0;0;0;0;0;0
HSD17B4;0;0;0;0;0;0;0;0;0;0;0;0
STAT5B;0;0;0;0;0;0;0;0;0;0;0;0
RPS6KA3;0;0;0;0;0;0;0;0;0;0;0;0
HNRNPA3;0;0;0;0;0;0;0;0;0;0;0;0
PGD;0;0;0;0;0;0;0;0;0;0;0;0
HNRNPM;0;0;0;0;0;0;0;0;0;0;0;0
KPNA2;0;0;0;0;0;0;0;0;0;0;0;0
HNRNPF;0;0;0;0;0;0;0;0;0;0;0;0
MSH6;0;0;0;0;0;0;0;0;0;0;0;0
KIF11;1;1;1;1;1;1;1;1;1;1;1;1
EFNB2;1;1;1;1;1;1;1;1;1;1;1;0
THOP1;0;0;0;0;0;0;0;0;0;0;0;0
CAPZA1;1;1;1;1;1;1;1;1;1;1;1;1
BLVRA;0;0;0;0;0;0;0;0;0;0;0;0
SLC25A1;0;0;0;0;0;0;0;0;0;0;0;0
PLK1;0;0;0;0;0;0;0;0;0;0;0;0
NUBP1;0;0;0;0;0;0;0;0;0;0;0;0
ACLY;0;0;0;0;0;1;0;0;1;0;0;1
COPB1;0;0;0;0;0;1;0;0;0;0;0;1
COPA;0;0;0;0;0;0;0;0;0;0;0;0
SLC16A1;0;0;0;0;0;0;0;0;0;0;0;0
SEC24C;1;1;1;1;1;0;1;1;0;1;1;0
CLNS1A;0;0;0;0;0;0;0;0;0;0;0;0
RARS;0;1;0;0;1;0;0;1;0;0;1;0
USP14;0;0;0;0;0;0;0;0;0;0;0;0
PRKAG1;0;0;0;0;0;0;0;0;0;0;0;0
ATP1B3;1;0;0;0;0;0;0;0;0;0;0;0
EPHB4;1;1;1;1;1;1;0;0;0;1;1;0
ALDH18A1;0;0;0;0;0;0;0;0;0;0;0;0
EIF5;0;0;0;0;0;0;0;0;0;0;0;0
SLC12A2;1;1;1;1;1;1;1;1;1;1;1;1
PSMD4;0;0;0;0;0;0;0;0;0;0;0;0
CSE1L;0;0;0;0;0;0;0;0;0;0;0;0
VCP;1;1;1;1;1;1;1;1;1;0;1;0
MFAP3;0;0;0;0;0;0;0;0;0;0;0;0
HADHB;0;0;0;0;0;0;0;0;0;0;0;0
CASP7;0;1;0;0;0;0;0;0;0;0;0;0
EIF3B;0;0;0;0;0;0;0;0;0;0;0;0
RRP1;0;0;0;0;0;0;0;0;0;0;0;0
MARS;0;0;0;0;0;0;0;0;1;0;0;1
ITGA1;0;0;0;0;0;0;0;0;0;0;0;0
EIF6;0;0;0;0;0;0;0;0;0;0;0;0
HSD17B7;0;0;0;0;0;0;0;0;0;0;0;0
BCAR1;0;0;0;0;0;0;0;0;0;0;0;0
TMEM33;0;0;0;0;0;1;0;0;0;0;0;1
EPPK1;1;1;1;1;1;1;1;1;1;1;1;1
ZNF121;0;0;0;0;0;0;0;0;0;0;0;0
TPI1;0;0;0;0;0;0;0;0;0;0;0;0
EIF3E;0;0;0;0;0;0;0;0;0;0;0;0
SEC61B;0;0;0;0;0;0;0;0;0;0;0;0
ACTB;0;0;0;0;0;0;0;0;0;1;0;0
EIF4A1;0;0;0;0;0;0;0;0;0;0;0;0
RPS20;0;0;0;0;0;0;0;0;0;0;0;0
PRPS1;0;0;0;0;0;0;0;0;0;0;0;0
CDC42;1;1;1;1;1;1;1;1;1;1;1;0
DSTN;0;0;0;0;0;0;0;0;0;0;0;0
RAB8A;0;0;0;0;0;0;0;0;0;0;0;0
RAB2A;0;0;0;0;0;0;0;0;0;0;0;0
RAB5B;0;0;0;0;0;0;0;0;0;0;0;0
RAB10;0;0;0;0;0;0;0;0;0;0;0;0
UBE2M;0;0;0;0;0;0;0;0;0;0;0;0
RAB14;0;1;0;0;1;0;0;1;0;0;1;0
ACTR3;0;0;0;0;0;0;0;0;0;0;0;0
ACTR1A;0;0;0;0;0;0;0;0;0;0;0;0
ABCE1;0;0;0;0;0;0;0;1;0;0;0;0
RPS3A;0;0;0;0;0;0;0;0;0;0;0;0
PSME3;0;0;0;0;0;0;0;0;0;0;0;0
RPL15;0;0;0;0;0;0;0;0;0;0;0;0
RPL27;0;0;0;0;0;0;0;0;0;0;0;0
RPL37A;0;0;0;0;0;0;0;0;0;0;0;0
RHOA;1;1;1;1;1;1;1;1;1;1;1;0
HSPE1;0;0;0;0;0;0;0;0;0;0;0;0
LYZ;0;0;0;0;0;0;0;0;0;0;0;0
RPL37;0;0;0;0;0;0;0;0;0;0;0;0
DCAF7;0;0;0;0;0;0;0;0;0;0;0;0
HNRNPK;0;0;0;0;0;0;0;0;0;0;0;0
YWHAG;0;0;0;0;0;0;0;0;0;0;0;0
RRAS2;0;0;0;0;0;0;0;0;0;0;0;0
RPS7;0;0;0;0;0;0;0;0;0;0;0;0
PPP1CA;1;1;1;1;1;1;1;1;1;1;1;1
PPP1CB;0;0;0;0;0;0;0;0;0;0;0;0
PSMC1;0;0;0;0;0;0;0;0;0;0;0;0
PSMC5;0;0;0;0;0;0;0;0;0;0;0;0
RPS8;0;0;0;0;0;0;0;0;0;0;0;0
RPS15A;0;0;0;0;0;0;0;0;0;0;0;0
RPS16;0;0;0;0;0;0;0;0;0;0;0;0
YWHAE;0;0;0;0;0;0;0;0;0;0;0;0
RPS14;0;0;0;0;0;0;0;0;0;0;0;0
RPS23;0;0;0;0;0;0;0;0;0;0;0;0
RPS18;0;0;0;0;0;0;0;0;0;0;0;0
RPS29;0;0;0;0;0;0;0;0;0;0;0;0
RPS13;0;0;0;0;0;0;0;0;0;0;0;0
RPS11;0;0;0;0;0;0;0;0;0;0;0;0
SNRPE;0;0;0;0;0;0;0;0;0;0;0;0
LSM3;0;0;0;0;0;0;0;0;0;0;0;0
SNRPD1;0;0;0;0;0;0;0;0;0;0;0;0
SNRPD3;0;0;0;0;0;0;0;0;0;0;0;0
RPL7A;0;0;0;0;0;0;0;0;0;0;0;0
ETF1;0;0;0;0;0;0;0;0;0;0;0;0
CNBP;0;0;0;0;0;0;0;0;0;0;0;0
RPS4X;0;0;0;0;0;0;0;0;0;0;0;0
RHOB;0;1;0;0;0;0;0;0;0;0;1;0
RPL23A;0;0;0;0;0;0;0;0;0;0;0;0
RPS6;0;0;0;0;0;0;0;0;0;0;0;0
HIST1H4A;0;0;0;0;0;0;0;0;0;0;0;0
RAB1A;0;0;0;0;0;0;0;0;0;0;0;0
RPL23;0;0;0;0;0;0;0;0;0;0;0;0
RAP1A;0;0;0;0;0;0;0;0;0;0;0;0
RPS25;0;0;0;0;0;0;0;0;0;0;0;0
RPS26;0;0;0;0;0;0;0;0;0;0;0;0
RPS28;0;0;0;0;0;0;0;0;0;0;0;0
FAU;0;0;0;0;0;0;0;0;0;0;0;0
GNB1;0;0;0;0;0;0;0;0;0;0;0;0
POLR2L;0;0;0;0;0;0;0;0;0;0;0;0
GNB2;0;0;0;0;0;0;0;0;0;0;0;0
RPL39;0;0;0;0;0;0;0;0;0;0;0;0
RPL10A;0;0;0;0;0;0;0;0;0;0;0;0
RPL11;0;0;0;0;0;0;0;0;0;0;0;0
RPL8;0;0;0;0;0;0;0;0;0;0;0;0
PPIA;0;0;0;0;0;0;0;0;0;0;0;0
RPS27A;0;0;0;0;0;0;0;0;0;0;0;0
GRB2;0;0;0;0;0;0;0;0;0;0;0;0
RAC1;1;1;1;1;1;1;1;1;1;1;1;0
AP2B1;0;0;0;0;0;0;0;0;0;0;0;0
GNAS;1;1;1;1;0;1;1;1;1;1;1;1
YWHAZ;0;0;0;0;0;0;0;0;0;0;0;0
PPP2R2A;0;1;1;1;1;1;1;1;1;1;1;1
DYNLL1;0;1;1;1;1;1;0;1;0;0;1;0
RPL38;0;0;0;0;0;0;0;0;0;0;0;0
GNB2L1;0;0;0;0;0;0;0;0;0;0;0;0
PPP2CA;1;0;0;0;0;0;0;0;0;0;0;0
YBX1;0;0;0;0;0;0;0;0;0;0;0;0
TPM4;0;0;0;0;0;0;0;0;0;0;0;0
EEF1A1;0;0;0;0;0;0;0;0;0;0;0;0
TUBA1B;0;0;1;1;0;1;0;0;1;0;0;1
TUBB4B;0;0;0;0;0;0;0;0;0;0;0;0
CXADR;1;1;1;1;1;1;1;1;1;1;1;1
NOP14;0;0;0;0;0;0;0;0;0;0;0;0
IGBP1;0;0;0;0;0;0;0;0;0;0;0;0
SIRPA;0;0;0;0;0;0;0;0;0;0;0;0
GTF2I;0;0;0;0;0;0;0;0;0;0;0;0
CCT2;0;0;0;0;0;0;0;0;0;0;0;0
GSTO1;0;0;0;0;0;0;0;0;0;0;0;0
PRKDC;0;0;0;0;0;0;0;0;0;0;0;0
BASP1;1;1;1;0;1;0;0;1;1;1;1;0
DCD;0;0;0;0;0;0;0;0;0;0;0;0
MRPS6;0;0;0;0;0;0;0;0;0;0;0;0
SMAD3;0;0;0;0;0;0;0;0;0;0;0;0
ARF1;0;1;1;0;1;1;0;1;1;0;1;0
ERH;0;0;0;0;0;0;0;0;0;0;0;0
RHOG;0;0;0;0;0;0;0;0;0;0;0;0
ARHGAP8;0;0;0;0;0;0;0;0;0;0;0;0
XIAP;0;0;0;0;0;0;0;0;0;0;0;0
EFNB1;1;1;1;1;1;1;1;1;1;1;1;1
MPP1;0;0;0;0;0;0;0;0;0;0;0;0
TFAM;0;0;0;0;0;0;0;0;0;0;0;0
SLC25A3;0;0;0;0;0;0;0;0;0;0;0;0
CDK5;0;0;0;0;0;0;0;0;0;0;0;0
CDC42EP1;0;0;0;0;0;0;0;0;0;0;0;0
NFKB2;0;0;0;0;0;0;0;0;0;0;0;0
FKBP3;0;0;0;0;0;0;0;0;0;0;0;0
HNRNPU;0;0;0;0;0;0;0;0;0;0;0;0
TIAL1;0;0;0;0;0;0;0;0;0;0;0;0
CAP1;0;0;0;0;1;0;0;0;0;0;0;0
SLC7A5;0;0;0;0;0;0;0;0;0;0;0;0
OTUD4;0;0;0;0;0;0;0;0;0;0;0;0
PFKP;0;0;0;0;0;0;0;0;0;0;0;0
PLCB3;0;0;0;0;0;0;0;0;0;0;0;0
ROR2;1;1;1;0;1;1;0;1;1;1;1;0
KIF23;0;0;0;0;0;0;0;0;0;0;0;0
DSG1;0;0;0;0;0;0;0;0;0;0;0;0
DSC2;0;0;0;0;0;0;0;0;0;0;0;0
MAP2K1;0;0;0;0;0;0;0;0;0;0;0;0
FKBP4;0;0;0;0;0;0;0;0;0;0;0;0
RPL6;0;0;0;0;0;0;0;0;0;0;0;0
TOP2B;0;0;0;0;0;0;0;0;0;0;0;0
AKAP12;0;0;0;0;0;0;0;0;1;1;1;0
SLC25A11;0;0;0;0;0;0;0;0;0;0;0;0
ATP7A;0;0;0;0;0;0;0;0;0;0;0;0
NOTCH2;1;1;1;1;1;1;1;1;1;1;1;0
GLO1;0;0;0;0;0;0;0;0;0;0;0;0
REL;0;0;0;0;0;0;0;0;0;0;0;0
YWHAH;0;0;0;0;0;0;0;0;0;0;0;0
PTPN12;0;0;0;0;0;0;0;0;0;0;0;0
SRSF11;0;0;0;0;0;0;0;0;0;0;0;0
PTPN11;1;1;1;1;1;1;1;1;1;1;1;1
PPAT;0;0;0;0;0;0;0;0;0;0;1;0
GFPT1;1;1;1;1;1;1;1;1;1;1;1;1
PSME1;0;0;0;0;0;0;0;0;0;0;0;0
RING1;0;0;0;0;0;0;0;0;0;0;0;0
FMR1;0;0;0;0;0;0;0;0;0;0;0;0
PRDX1;0;0;0;0;1;0;0;1;0;0;1;0
RPL18;0;0;0;0;0;0;0;0;0;0;0;0
CKAP4;0;0;0;0;0;0;0;0;0;0;0;0
KHDRBS1;0;0;0;0;0;0;0;0;0;0;0;0
DHX9;0;0;0;0;0;0;0;0;0;0;0;0
SLC20A2;0;0;0;0;0;0;0;0;0;0;0;0
LGALS3BP;0;0;0;0;0;0;0;0;0;0;0;0
DSC1;0;0;0;0;0;0;0;0;0;0;0;0
CAMSAP2;0;0;0;0;0;0;0;0;0;0;0;0
NSUN2;0;0;0;0;0;0;0;0;0;0;0;0
AHNAK;0;0;0;0;0;0;0;0;0;0;0;0
KIF1A;0;1;0;0;1;0;0;1;1;1;1;0
ARHGEF5;0;0;0;0;0;0;0;0;0;0;0;0
GTF3C1;0;0;0;0;0;0;0;0;0;0;0;0
TWF1;0;0;0;0;0;0;0;0;0;0;0;0
TFCP2;0;0;0;0;0;0;0;0;0;0;0;0
AKAP13;0;0;0;0;0;0;0;0;0;0;0;0
BPTF;0;0;0;0;0;0;0;0;0;0;0;0
CDC20;0;0;0;0;0;0;0;0;0;0;0;0
STX4;0;0;0;0;0;0;0;0;0;0;0;0
SF3A3;0;0;0;0;0;0;0;0;0;0;0;0
AIMP1;0;0;0;0;0;0;0;0;0;0;0;0
ILF3;0;0;0;0;0;0;0;0;0;0;0;0
LMAN2;0;0;0;0;0;0;0;0;0;0;0;0
PTPN13;1;1;1;1;1;0;0;1;1;1;1;0
EPS8;1;1;1;1;1;1;1;1;1;1;1;1
TRAP1;0;0;0;0;0;0;0;0;0;0;0;0
TRAF2;0;0;0;0;0;0;0;0;0;1;1;0
FOXC1;0;0;0;0;0;0;0;0;0;0;0;0
ANK3;1;1;1;1;1;1;1;1;1;1;1;1
DLG1;1;1;1;1;1;1;1;1;1;1;1;1
MYO1E;0;0;0;0;0;0;0;0;0;0;0;0
TIAM1;0;1;0;0;1;1;0;0;0;0;1;0
ECH1;0;0;0;0;0;0;0;0;0;0;0;0
STRN3;0;0;0;0;0;0;0;0;0;0;0;0
